id,risk,riskScore,txCount,pattern,aiExplanation,role,cluster
80181B460,suspicious,0.32101723551750183,28,,TOBEFILLED,,1
808012A40,suspicious,0.3165847957134247,12,,TOBEFILLED,,1
80EC059E0,suspicious,0.3163130581378937,11,,TOBEFILLED,,1
80EC049D0,suspicious,0.31552234292030334,11,,TOBEFILLED,,1
8088D26A0,suspicious,0.3129183351993561,5,,TOBEFILLED,,1
8073B3530,suspicious,0.30412557721138,27,,TOBEFILLED,,1
80EBE6B50,suspicious,0.30155742168426514,11,,TOBEFILLED,,1
8131BF820,suspicious,0.2937721312046051,18,,TOBEFILLED,,1
80EBE7A70,suspicious,0.2836456298828125,11,,TOBEFILLED,,1
80EC0FA70,suspicious,0.26921409368515015,11,,TOBEFILLED,,1
80F2611D0,suspicious,0.2538374066352844,24,,TOBEFILLED,,1
80EC0EF80,suspicious,0.2491845041513443,11,,TOBEFILLED,,1
80B7D0820,suspicious,0.24259062111377716,11,,TOBEFILLED,,1
810B48160,suspicious,0.2401898056268692,11,,TOBEFILLED,,1
8088D26F0,suspicious,0.23015116155147552,11,,TOBEFILLED,,1
8018914D0,suspicious,0.228406623005867,25,,TOBEFILLED,,1
80077A3C0,suspicious,0.22836871445178986,60,,TOBEFILLED,,1
80EC19BC0,normal,0.1732725203037262,11,,TOBEFILLED,,1
802617870,normal,0.15846461057662964,3,,TOBEFILLED,,1
8080088A0,normal,0.1568683534860611,3,,TOBEFILLED,,1
8001AD4E0,normal,0.15316098928451538,3,,TOBEFILLED,,1
80269D870,normal,0.15061542391777039,3,,TOBEFILLED,,1
80427A410,normal,0.14977671205997467,3,,TOBEFILLED,,1
801021DF0,normal,0.149118572473526,3,,TOBEFILLED,,1
8022B1B90,normal,0.1477033942937851,3,,TOBEFILLED,,1
8068B3FE0,normal,0.1466970145702362,3,,TOBEFILLED,,1
8043866B0,normal,0.14645059406757355,3,,TOBEFILLED,,1
80E7B3850,normal,0.14546723663806915,3,,TOBEFILLED,,1
80AF4F720,normal,0.14502039551734924,3,,TOBEFILLED,,1
80DCC9680,normal,0.14489668607711792,3,,TOBEFILLED,,1
80822F600,normal,0.14448387920856476,3,,TOBEFILLED,,1
8019C67E0,normal,0.14411990344524384,3,,TOBEFILLED,,1
808A3DB60,normal,0.1439749151468277,3,,TOBEFILLED,,1
8118EBA50,normal,0.14114844799041748,3,,TOBEFILLED,,1
8068C98E0,normal,0.14113791286945343,3,,TOBEFILLED,,1
80255AC50,normal,0.14006741344928741,3,,TOBEFILLED,,1
8002A7010,normal,0.13878171145915985,2,,TOBEFILLED,,1
80EF2E9E0,normal,0.13782165944576263,3,,TOBEFILLED,,1
811113E70,normal,0.13737839460372925,2,,TOBEFILLED,,1
80B6BC5E0,normal,0.13622920215129852,3,,TOBEFILLED,,1
8033D3D60,normal,0.13566890358924866,3,,TOBEFILLED,,1
8088ED0B0,normal,0.13423241674900055,2,,TOBEFILLED,,1
810FC1800,normal,0.1339758038520813,2,,TOBEFILLED,,1
80D083750,normal,0.13397105038166046,2,,TOBEFILLED,,1
80BA18140,normal,0.13375893235206604,2,,TOBEFILLED,,1
802042890,normal,0.13371434807777405,2,,TOBEFILLED,,1
805836AE0,normal,0.13370245695114136,2,,TOBEFILLED,,1
81298D950,normal,0.13327424228191376,2,,TOBEFILLED,,1
80B4C6DA0,normal,0.13320299983024597,2,,TOBEFILLED,,1
80ABCB960,normal,0.1329006850719452,2,,TOBEFILLED,,1
80BC7FE90,normal,0.13289010524749756,2,,TOBEFILLED,,1
80A66FB20,normal,0.1328488290309906,2,,TOBEFILLED,,1
805810A60,normal,0.13284169137477875,2,,TOBEFILLED,,1
800B95720,normal,0.1326809972524643,2,,TOBEFILLED,,1
800B6B9C0,normal,0.13266640901565552,2,,TOBEFILLED,,1
803BA4C60,normal,0.13252955675125122,2,,TOBEFILLED,,1
801505B60,normal,0.1324615478515625,2,,TOBEFILLED,,1
809C26570,normal,0.1324242800474167,2,,TOBEFILLED,,1
801E03BA0,normal,0.13234741985797882,2,,TOBEFILLED,,1
807319780,normal,0.13219472765922546,2,,TOBEFILLED,,1
8131F0060,normal,0.13205206394195557,2,,TOBEFILLED,,1
810963F50,normal,0.13202328979969025,2,,TOBEFILLED,,1
80E1F16F0,normal,0.13202150166034698,2,,TOBEFILLED,,1
801BCA8A0,normal,0.13194692134857178,2,,TOBEFILLED,,1
80D893A70,normal,0.13188423216342926,2,,TOBEFILLED,,1
800381080,normal,0.13185612857341766,2,,TOBEFILLED,,1
811F91F10,normal,0.13175934553146362,2,,TOBEFILLED,,1
8001B1E80,normal,0.1316743642091751,2,,TOBEFILLED,,1
8079A15E0,normal,0.13126718997955322,2,,TOBEFILLED,,1
8116076E0,normal,0.13121721148490906,2,,TOBEFILLED,,1
801BC9BF0,normal,0.1311856210231781,2,,TOBEFILLED,,1
809193270,normal,0.13100814819335938,2,,TOBEFILLED,,1
811B2B7B0,normal,0.1309175044298172,2,,TOBEFILLED,,1
806ACDE70,normal,0.13089953362941742,2,,TOBEFILLED,,1
810CB8A70,normal,0.13089138269424438,2,,TOBEFILLED,,1
80A774940,normal,0.13087549805641174,2,,TOBEFILLED,,1
806D3D600,normal,0.13085296750068665,2,,TOBEFILLED,,1
800E11430,normal,0.1308317333459854,2,,TOBEFILLED,,1
8027E2CB0,normal,0.1308196634054184,2,,TOBEFILLED,,1
800385230,normal,0.13075757026672363,2,,TOBEFILLED,,1
812B99EF0,normal,0.13069891929626465,2,,TOBEFILLED,,1
8093BB640,normal,0.13066144287586212,2,,TOBEFILLED,,1
8020A44B0,normal,0.13061802089214325,2,,TOBEFILLED,,1
8028CD920,normal,0.13061073422431946,2,,TOBEFILLED,,1
808B6EE80,normal,0.13049739599227905,2,,TOBEFILLED,,1
80DA91D40,normal,0.1304505467414856,2,,TOBEFILLED,,1
801FA85B0,normal,0.1304493397474289,2,,TOBEFILLED,,1
80B9E9790,normal,0.13040974736213684,2,,TOBEFILLED,,1
801B9FC90,normal,0.13040845096111298,2,,TOBEFILLED,,1
802991E50,normal,0.13038121163845062,2,,TOBEFILLED,,1
810322760,normal,0.1303730607032776,2,,TOBEFILLED,,1
809390220,normal,0.13035407662391663,2,,TOBEFILLED,,1
8089F9B50,normal,0.13021402060985565,2,,TOBEFILLED,,1
803BEA800,normal,0.13012613356113434,2,,TOBEFILLED,,1
8028423A0,normal,0.1300380527973175,2,,TOBEFILLED,,1
808C482B0,normal,0.13003624975681305,2,,TOBEFILLED,,1
809958350,normal,0.130026176571846,2,,TOBEFILLED,,1
8072CB710,normal,0.12996286153793335,2,,TOBEFILLED,,1
8075E21E0,normal,0.12993694841861725,2,,TOBEFILLED,,1
8063FBCD0,normal,0.1298973113298416,2,,TOBEFILLED,,1
808DF2D60,normal,0.12983831763267517,2,,TOBEFILLED,,1
810FDB050,normal,0.12963439524173737,2,,TOBEFILLED,,1
80D8F6C20,normal,0.12951695919036865,2,,TOBEFILLED,,1
813195BE0,normal,0.12949155271053314,2,,TOBEFILLED,,1
802CED330,normal,0.12945133447647095,2,,TOBEFILLED,,1
802A0F3D0,normal,0.12941773235797882,2,,TOBEFILLED,,1
808A4C800,normal,0.1293264925479889,2,,TOBEFILLED,,1
8042C4590,normal,0.12926125526428223,2,,TOBEFILLED,,1
807BC2340,normal,0.12925583124160767,2,,TOBEFILLED,,1
8083F05A0,normal,0.12925469875335693,2,,TOBEFILLED,,1
80D1E8350,normal,0.1291966736316681,2,,TOBEFILLED,,1
8134B98F0,normal,0.12916722893714905,2,,TOBEFILLED,,1
803BC8080,normal,0.1290946751832962,2,,TOBEFILLED,,1
807F23460,normal,0.12908829748630524,2,,TOBEFILLED,,1
80F415750,normal,0.12905438244342804,2,,TOBEFILLED,,1
812F06C90,normal,0.12905119359493256,2,,TOBEFILLED,,1
806937D60,normal,0.12902909517288208,2,,TOBEFILLED,,1
808909CD0,normal,0.12902900576591492,2,,TOBEFILLED,,1
808D9CF70,normal,0.12901169061660767,2,,TOBEFILLED,,1
8093FCEA0,normal,0.12899507582187653,2,,TOBEFILLED,,1
802B0A4E0,normal,0.12882643938064575,2,,TOBEFILLED,,1
81291F8A0,normal,0.12880513072013855,2,,TOBEFILLED,,1
801790260,normal,0.128776416182518,2,,TOBEFILLED,,1
80939AC70,normal,0.1286763846874237,2,,TOBEFILLED,,1
80FC82C60,normal,0.12865237891674042,2,,TOBEFILLED,,1
802849B90,normal,0.12861284613609314,2,,TOBEFILLED,,1
802F34FC0,normal,0.12861180305480957,2,,TOBEFILLED,,1
80EB17430,normal,0.12859974801540375,2,,TOBEFILLED,,1
81111CBE0,normal,0.12859319150447845,2,,TOBEFILLED,,1
812725E80,normal,0.1285785585641861,2,,TOBEFILLED,,1
802045780,normal,0.12856997549533844,2,,TOBEFILLED,,1
80A0BAB50,normal,0.12854813039302826,2,,TOBEFILLED,,1
811ACC000,normal,0.12843704223632812,2,,TOBEFILLED,,1
80EBD2960,normal,0.12842944264411926,2,,TOBEFILLED,,1
8111554A0,normal,0.12838391959667206,2,,TOBEFILLED,,1
806968EF0,normal,0.12834647297859192,2,,TOBEFILLED,,1
8082EC7C0,normal,0.12816336750984192,2,,TOBEFILLED,,1
811AF6510,normal,0.1281459778547287,2,,TOBEFILLED,,1
805821A90,normal,0.1281425803899765,2,,TOBEFILLED,,1
81308E770,normal,0.12809640169143677,2,,TOBEFILLED,,1
810F98CA0,normal,0.1280870884656906,2,,TOBEFILLED,,1
808DF9D50,normal,0.12804879248142242,2,,TOBEFILLED,,1
80BCABCA0,normal,0.12799550592899323,2,,TOBEFILLED,,1
81197F9E0,normal,0.12793812155723572,2,,TOBEFILLED,,1
800893E40,normal,0.12792542576789856,2,,TOBEFILLED,,1
80BF4B2C0,normal,0.12788990139961243,2,,TOBEFILLED,,1
8033657E0,normal,0.12787526845932007,2,,TOBEFILLED,,1
800E51840,normal,0.12785398960113525,2,,TOBEFILLED,,1
80D2EDF30,normal,0.1278202086687088,2,,TOBEFILLED,,1
808F53340,normal,0.1278069019317627,2,,TOBEFILLED,,1
801CCEF00,normal,0.12779638171195984,2,,TOBEFILLED,,1
80B4438D0,normal,0.12777188420295715,2,,TOBEFILLED,,1
8048E0D70,normal,0.12775589525699615,2,,TOBEFILLED,,1
80B325600,normal,0.12768162786960602,2,,TOBEFILLED,,1
8133065F0,normal,0.12763403356075287,2,,TOBEFILLED,,1
8013C5D60,normal,0.1276036947965622,2,,TOBEFILLED,,1
80BE3E9D0,normal,0.12759526073932648,2,,TOBEFILLED,,1
808494540,normal,0.12736208736896515,2,,TOBEFILLED,,1
80C8C3E50,normal,0.12730231881141663,2,,TOBEFILLED,,1
8069A0D80,normal,0.12725603580474854,2,,TOBEFILLED,,1
803D18DF0,normal,0.12725406885147095,2,,TOBEFILLED,,1
80C8E67E0,normal,0.12723031640052795,2,,TOBEFILLED,,1
80386D920,normal,0.12717345356941223,2,,TOBEFILLED,,1
812B04910,normal,0.12716422975063324,2,,TOBEFILLED,,1
8106D1760,normal,0.12715916335582733,2,,TOBEFILLED,,1
8144EEBB0,normal,0.12713024020195007,2,,TOBEFILLED,,1
812108CE0,normal,0.12706206738948822,2,,TOBEFILLED,,1
809419BC0,normal,0.12705549597740173,2,,TOBEFILLED,,1
812ACA800,normal,0.1270543485879898,2,,TOBEFILLED,,1
802C72030,normal,0.1270284503698349,2,,TOBEFILLED,,1
80FB8BC80,normal,0.1270134001970291,2,,TOBEFILLED,,1
8134D5C80,normal,0.1269979476928711,2,,TOBEFILLED,,1
810F98780,normal,0.12696994841098785,2,,TOBEFILLED,,1
80C522A50,normal,0.12672975659370422,2,,TOBEFILLED,,1
805FB4850,normal,0.12670697271823883,2,,TOBEFILLED,,1
8042BEC20,normal,0.12669238448143005,2,,TOBEFILLED,,1
8040AC3E0,normal,0.1266767382621765,2,,TOBEFILLED,,1
804A59560,normal,0.12666377425193787,2,,TOBEFILLED,,1
813210D90,normal,0.12663626670837402,2,,TOBEFILLED,,1
80DF92F00,normal,0.1265420764684677,2,,TOBEFILLED,,1
811D45BC0,normal,0.12651480734348297,2,,TOBEFILLED,,1
801AEBC20,normal,0.12639984488487244,2,,TOBEFILLED,,1
8048C77E0,normal,0.12639783322811127,2,,TOBEFILLED,,1
80E68A590,normal,0.12636347115039825,2,,TOBEFILLED,,1
80A8E4150,normal,0.1263422667980194,2,,TOBEFILLED,,1
800AFF350,normal,0.12632477283477783,2,,TOBEFILLED,,1
80E5567E0,normal,0.1262059509754181,2,,TOBEFILLED,,1
801FEF0C0,normal,0.1261955350637436,2,,TOBEFILLED,,1
801E4D8F0,normal,0.12616804242134094,2,,TOBEFILLED,,1
800F113C0,normal,0.12614858150482178,2,,TOBEFILLED,,1
8010414C0,normal,0.126142680644989,2,,TOBEFILLED,,1
807BC66C0,normal,0.1261151134967804,2,,TOBEFILLED,,1
80BB59E30,normal,0.12610431015491486,2,,TOBEFILLED,,1
814203260,normal,0.12606379389762878,2,,TOBEFILLED,,1
810CAD000,normal,0.12601223587989807,2,,TOBEFILLED,,1
80EBF03B0,normal,0.1259768158197403,2,,TOBEFILLED,,1
802B04310,normal,0.1259416788816452,2,,TOBEFILLED,,1
800B97490,normal,0.12579742074012756,2,,TOBEFILLED,,1
80C8ACAD0,normal,0.12573271989822388,2,,TOBEFILLED,,1
804330900,normal,0.12566782534122467,2,,TOBEFILLED,,1
8081968B0,normal,0.12559016048908234,2,,TOBEFILLED,,1
807B63670,normal,0.12557247281074524,2,,TOBEFILLED,,1
8029BAEB0,normal,0.1255171298980713,2,,TOBEFILLED,,1
8068F38F0,normal,0.12551021575927734,2,,TOBEFILLED,,1
813E78990,normal,0.12542830407619476,2,,TOBEFILLED,,1
81451B700,normal,0.12532739341259003,2,,TOBEFILLED,,1
810B2C590,normal,0.1253042072057724,2,,TOBEFILLED,,1
81210DEC0,normal,0.12526151537895203,2,,TOBEFILLED,,1
802E9B450,normal,0.1252492219209671,2,,TOBEFILLED,,1
80DE312D0,normal,0.1252349466085434,2,,TOBEFILLED,,1
80E1A76C0,normal,0.12519660592079163,2,,TOBEFILLED,,1
800875B80,normal,0.12518523633480072,2,,TOBEFILLED,,1
802B08EA0,normal,0.12516053020954132,2,,TOBEFILLED,,1
80A8E2540,normal,0.12506555020809174,2,,TOBEFILLED,,1
81109E030,normal,0.12499997019767761,2,,TOBEFILLED,,1
801D92AF0,normal,0.1249767541885376,2,,TOBEFILLED,,1
808004DB0,normal,0.12497097253799438,2,,TOBEFILLED,,1
802A8FC90,normal,0.12492816895246506,2,,TOBEFILLED,,1
8069A0560,normal,0.1248268187046051,2,,TOBEFILLED,,1
812FD4E70,normal,0.12477462738752365,2,,TOBEFILLED,,1
805B427C0,normal,0.12476436793804169,2,,TOBEFILLED,,1
814824250,normal,0.12475820630788803,2,,TOBEFILLED,,1
8091259A0,normal,0.12471065670251846,2,,TOBEFILLED,,1
80CDA5650,normal,0.12457170337438583,2,,TOBEFILLED,,1
80C23BB00,normal,0.12454479187726974,2,,TOBEFILLED,,1
802EBA6D0,normal,0.12454230338335037,2,,TOBEFILLED,,1
80AB56870,normal,0.12448102980852127,2,,TOBEFILLED,,1
8125AC660,normal,0.12442120909690857,2,,TOBEFILLED,,1
808A4F530,normal,0.1243901252746582,2,,TOBEFILLED,,1
80B641A60,normal,0.12435715645551682,2,,TOBEFILLED,,1
80231C100,normal,0.12434935569763184,2,,TOBEFILLED,,1
801DE2CB0,normal,0.1243070587515831,2,,TOBEFILLED,,1
806CC9E90,normal,0.12413844466209412,2,,TOBEFILLED,,1
80BA1B0A0,normal,0.12405560165643692,2,,TOBEFILLED,,1
80BF47E30,normal,0.12403815239667892,2,,TOBEFILLED,,1
80BD06060,normal,0.12399107962846756,2,,TOBEFILLED,,1
80F79CFA0,normal,0.12396111339330673,2,,TOBEFILLED,,1
80157C150,normal,0.12391365319490433,2,,TOBEFILLED,,1
80C0CBDF0,normal,0.12387165427207947,2,,TOBEFILLED,,1
8084B4270,normal,0.12381602078676224,2,,TOBEFILLED,,1
801ACFD40,normal,0.12379373610019684,2,,TOBEFILLED,,1
812123D20,normal,0.12374546378850937,2,,TOBEFILLED,,1
80B326050,normal,0.12371519207954407,2,,TOBEFILLED,,1
804206B40,normal,0.12370023876428604,2,,TOBEFILLED,,1
80103F4D0,normal,0.12367166578769684,2,,TOBEFILLED,,1
80833EB30,normal,0.12365792691707611,2,,TOBEFILLED,,1
811645990,normal,0.12362600117921829,2,,TOBEFILLED,,1
80EA80E90,normal,0.12358919531106949,2,,TOBEFILLED,,1
801BC6530,normal,0.12358704209327698,2,,TOBEFILLED,,1
80E6AD2D0,normal,0.12350495159626007,2,,TOBEFILLED,,1
8007FB100,normal,0.12338348478078842,2,,TOBEFILLED,,1
80DCE86F0,normal,0.12335515767335892,2,,TOBEFILLED,,1
80C8DD220,normal,0.12314476072788239,2,,TOBEFILLED,,1
80C5547F0,normal,0.12312761694192886,2,,TOBEFILLED,,1
8084BC250,normal,0.12298045307397842,2,,TOBEFILLED,,1
8048D7570,normal,0.1228637546300888,2,,TOBEFILLED,,1
801514330,normal,0.12285634875297546,2,,TOBEFILLED,,1
80ED85C60,normal,0.12285394221544266,2,,TOBEFILLED,,1
80C523AF0,normal,0.1228346973657608,2,,TOBEFILLED,,1
803D4FB30,normal,0.12278328835964203,2,,TOBEFILLED,,1
8048DA010,normal,0.12256062775850296,2,,TOBEFILLED,,1
8067B3040,normal,0.12255843728780746,2,,TOBEFILLED,,1
800FD3C70,normal,0.12252010405063629,2,,TOBEFILLED,,1
80C520730,normal,0.1225091814994812,2,,TOBEFILLED,,1
80090C740,normal,0.12246689200401306,2,,TOBEFILLED,,1
80205DB60,normal,0.12243816256523132,2,,TOBEFILLED,,1
806826FE0,normal,0.12240264564752579,2,,TOBEFILLED,,1
80B99E9A0,normal,0.12217843532562256,2,,TOBEFILLED,,1
8128CBEB0,normal,0.12208245694637299,2,,TOBEFILLED,,1
800319AD0,normal,0.1220601350069046,2,,TOBEFILLED,,1
801F04F70,normal,0.12199673801660538,2,,TOBEFILLED,,1
80AF0C520,normal,0.12198859453201294,2,,TOBEFILLED,,1
80ABB3940,normal,0.12190983444452286,2,,TOBEFILLED,,1
8088EBD30,normal,0.121834397315979,2,,TOBEFILLED,,1
812C13F00,normal,0.1217726320028305,2,,TOBEFILLED,,1
8015514E0,normal,0.12176453322172165,2,,TOBEFILLED,,1
80FC1B2A0,normal,0.12169806659221649,2,,TOBEFILLED,,1
802380040,normal,0.12169180065393448,2,,TOBEFILLED,,1
811AD1E40,normal,0.12160253524780273,2,,TOBEFILLED,,1
800205450,normal,0.12159044295549393,2,,TOBEFILLED,,1
8048C52A0,normal,0.12116744369268417,2,,TOBEFILLED,,1
805EB9AF0,normal,0.12113812565803528,2,,TOBEFILLED,,1
807B758E0,normal,0.12113549560308456,2,,TOBEFILLED,,1
813BB5190,normal,0.12111210078001022,2,,TOBEFILLED,,1
8041AE410,normal,0.12107110768556595,2,,TOBEFILLED,,1
802D31E50,normal,0.12106140702962875,2,,TOBEFILLED,,1
801F1CEA0,normal,0.12098085135221481,2,,TOBEFILLED,,1
80D472270,normal,0.12091654539108276,2,,TOBEFILLED,,1
808A44DD0,normal,0.1208793893456459,2,,TOBEFILLED,,1
8141D1EF0,normal,0.12072153389453888,2,,TOBEFILLED,,1
81195F200,normal,0.12050916254520416,2,,TOBEFILLED,,1
8131ECB00,normal,0.12040631473064423,2,,TOBEFILLED,,1
80314DAD0,normal,0.1203673705458641,2,,TOBEFILLED,,1
80E2EFCF0,normal,0.12032860517501831,2,,TOBEFILLED,,1
80278EF50,normal,0.12032728642225266,2,,TOBEFILLED,,1
812ED0960,normal,0.12027284502983093,2,,TOBEFILLED,,1
8057ABC10,normal,0.12021966278553009,2,,TOBEFILLED,,1
80FF4DB10,normal,0.1202150508761406,2,,TOBEFILLED,,1
812755910,normal,0.12016189098358154,2,,TOBEFILLED,,1
8019C2E70,normal,0.12012829631567001,2,,TOBEFILLED,,1
8062F5010,normal,0.12004875391721725,2,,TOBEFILLED,,1
80299DC50,normal,0.1199573427438736,2,,TOBEFILLED,,1
804A606A0,normal,0.11977516114711761,2,,TOBEFILLED,,1
801588210,normal,0.11975397169589996,2,,TOBEFILLED,,1
80281FE40,normal,0.11968152970075607,2,,TOBEFILLED,,1
802DDEDC0,normal,0.11962832510471344,2,,TOBEFILLED,,1
80C8A60E0,normal,0.11956165730953217,2,,TOBEFILLED,,1
8089F8130,normal,0.11955390870571136,2,,TOBEFILLED,,1
8077B3A80,normal,0.11950993537902832,2,,TOBEFILLED,,1
813FD7480,normal,0.11950050294399261,2,,TOBEFILLED,,1
8016A02E0,normal,0.11946836858987808,2,,TOBEFILLED,,1
80B4811F0,normal,0.11945407092571259,2,,TOBEFILLED,,1
80DE22A60,normal,0.11940304189920425,2,,TOBEFILLED,,1
8035645E0,normal,0.11937392503023148,2,,TOBEFILLED,,1
813243750,normal,0.11923980712890625,2,,TOBEFILLED,,1
80E68A630,normal,0.11923807114362717,2,,TOBEFILLED,,1
8031D9C60,normal,0.1192169263958931,2,,TOBEFILLED,,1
801F9C5C0,normal,0.11905070394277573,2,,TOBEFILLED,,1
8093A7BE0,normal,0.11899091303348541,2,,TOBEFILLED,,1
800D59B70,normal,0.11890558153390884,2,,TOBEFILLED,,1
8077B2BF0,normal,0.11880172789096832,2,,TOBEFILLED,,1
80ABE7C40,normal,0.11876097321510315,2,,TOBEFILLED,,1
8089112B0,normal,0.11871922016143799,2,,TOBEFILLED,,1
805EBA6F0,normal,0.11861827224493027,2,,TOBEFILLED,,1
807CDF4E0,normal,0.11817505955696106,2,,TOBEFILLED,,1
8126BC050,normal,0.11813900619745255,2,,TOBEFILLED,,1
8088E2580,normal,0.11795280128717422,2,,TOBEFILLED,,1
8013F3270,normal,0.11792473495006561,2,,TOBEFILLED,,1
8026E9B00,normal,0.11790494620800018,2,,TOBEFILLED,,1
80C8E78F0,normal,0.11787886172533035,2,,TOBEFILLED,,1
8020D3730,normal,0.11785303801298141,2,,TOBEFILLED,,1
8009EDE50,normal,0.11779452115297318,2,,TOBEFILLED,,1
803BAFF10,normal,0.11774782836437225,2,,TOBEFILLED,,1
80218C960,normal,0.1176743283867836,2,,TOBEFILLED,,1
801E7AFA0,normal,0.11761374026536942,2,,TOBEFILLED,,1
804BF4310,normal,0.11742231994867325,2,,TOBEFILLED,,1
8069B4400,normal,0.11731159687042236,2,,TOBEFILLED,,1
812C17390,normal,0.11724907159805298,2,,TOBEFILLED,,1
8144DD9E0,normal,0.11718669533729553,2,,TOBEFILLED,,1
8128BD2C0,normal,0.11685624718666077,2,,TOBEFILLED,,1
811AF4980,normal,0.1168210357427597,2,,TOBEFILLED,,1
80B9D2350,normal,0.11659298092126846,2,,TOBEFILLED,,1
802989370,normal,0.11638906598091125,2,,TOBEFILLED,,1
80B94F130,normal,0.11621939390897751,2,,TOBEFILLED,,1
80372B010,normal,0.11616720259189606,2,,TOBEFILLED,,1
8014C2C10,normal,0.11599428206682205,2,,TOBEFILLED,,1
808012B30,normal,0.11528871208429337,2,,TOBEFILLED,,1
80AC1D6F0,normal,0.11375180631875992,2,,TOBEFILLED,,1
808012DF0,normal,0.10616352409124374,2,,TOBEFILLED,,1
